16569963779	19154926260	20200630153359	0295
14930423697	16574556259	20200604043945	2007
15305526350	14397114174	20201028053100	2514
14930423697	17336673697	20201122011424	2337
14930423697	14171709460	20201101212500	1280
19602240179	16574556259	20201226143035	1249
19154926260	19342117869	20200115214432	0570
16574556259	19313925217	20200111013717	1826
15280214634	17885275338	20200829103949	1614
17885275338	14171709460	20201110132947	0907
16574556259	17885275338	20200926103306	1237
19154926260	14410679238	20200111052837	1417
19154926260	19313925217	20200726095144	0910
17336673697	16160892861	20201111215408	0675
14930423697	18101213362	20200307072127	1104
18840172592	19683537146	20200217120540	0020
15280214634	17885275338	20200821011837	0272
15244749863	19313925217	20200511141212	2985
19342117869	17336673697	20201217143233	0810
18101213362	15647679901	20201208044741	2236
19602240179	15280214634	20200905185142	0071
19683537146	17405139883	20200627200154	0959
19313925217	16574556259	20200104053905	0019
15884588694	16160892861	20200316004504	2367
18840172592	16569963779	20201208030438	0680
16574556259	16569963779	20200302224050	1513
16574556259	14930423697	20200818043453	1104
15280214634	16569963779	20201229083032	1200
14410679238	15884588694	20201106200144	2841
15781588029	14410679238	20200725162753	0593
16569963779	15305526350	20200401220454	0088
18101213362	14930423697	20201205083057	0277
15781588029	19683537146	20201025200427	2857
18840172592	14171709460	20201214201512	2823
15781588029	18840172592	20201207035226	1205
18101213362	14410679238	20200919115852	2745
14410679238	16569963779	20200101045410	1326
15884588694	18840172592	20200312002845	2401
14171709460	19342117869	20201107044235	2871
19154926260	14397114174	20200311012203	1052
13319935953	15305526350	20200817191045	0681
15244749863	19154926260	20200326045643	1013
13319935953	14171709460	20200419224018	1820
18101213362	14930423697	20200609235019	0710
15280214634	19154926260	20200516190505	2754
18101213362	16160892861	20200502044418	1770
19602240179	13319935953	20201210200217	0569
18840172592	17885275338	20201116005756	1613
15884588694	15305526350	20200921180445	1933
15305526350	14410679238	20201226093327	2251
15884588694	19602240179	20200421210059	2915
19154926260	19683537146	20200410060034	2439
16160892861	19342117869	20200608101110	1245
14930423697	16160892861	20200830014645	2992
15305526350	15280214634	20201022203946	2505
16574556259	19602240179	20200217200533	1734
19683537146	15781588029	20200627230729	0010
14410679238	19683537146	20201124143343	0667
18101213362	16574556259	20201015031752	1898
17885275338	16160892861	20201112143403	2667
15280214634	19342117869	20200220173519	0462
18840172592	18101213362	20200507191839	2461
19342117869	14410679238	20200419204403	1230
19154926260	19683537146	20200921185412	0919
19154926260	19683537146	20201218085946	1512
15305526350	19154926260	20201016194828	0012
15884588694	19565082510	20200913043722	1727
19683537146	15280214634	20200605132330	1495
19683537146	15647679901	20200111080057	2773
19683537146	16160892861	20200401181934	0803
15781588029	14397114174	20200327071409	0472
15280214634	19154926260	20201122015937	0737
16574556259	13319935953	20200721121058	1818
15305526350	19683537146	20200911110216	1773
16160892861	19342117869	20200308165949	2537
15884588694	18101213362	20200726083812	2611
13319935953	15305526350	20200912045513	1742
19342117869	19602240179	20201230140136	1395
19565082510	15884588694	20200408190413	2328
17336673697	15781588029	20200331161625	0001
16569963779	14171709460	20200510021628	2183
17885275338	16160892861	20200131131317	0218
18101213362	19683537146	20200512231916	0094
14397114174	15647679901	20200520000102	2831
19602240179	13319935953	20200202074049	2045
17336673697	15305526350	20200701073333	2628
17885275338	14930423697	20200926095742	0876
17885275338	19565082510	20200322013941	0316
17405139883	15647679901	20200725110355	1379
19602240179	19313925217	20201011144141	0126
13319935953	18101213362	20200508191145	2223
14410679238	19683537146	20200513125415	0033
15781588029	14410679238	20200222123635	1964
19342117869	18101213362	20200514163351	2803
19342117869	14410679238	20201217231007	1182
19313925217	18101213362	20200710223458	0654
19565082510	16569963779	20200626152812	0116
16160892861	17405139883	20200102020708	1821
18840172592	19602240179	20200101223235	0446
14410679238	18840172592	20200726191359	0117
16569963779	19154926260	20200420154655	1772
15280214634	17885275338	20200928123223	1146
15647679901	15244749863	20200722060032	2693
19565082510	19154926260	20200228161717	1969
14171709460	18840172592	20200824061513	0717
15647679901	17336673697	20200209101448	2563
18840172592	19342117869	20201111230216	2156
14410679238	15305526350	20200728111331	0876
19154926260	16569963779	20200506213949	1318
14930423697	16569963779	20200107050049	0258
14410679238	18101213362	20200302081201	0580
17405139883	14930423697	20200619175841	1967
14171709460	17405139883	20200701023421	2253
14930423697	15647679901	20200610183010	2818
14171709460	15781588029	20201111152109	1174
14171709460	19683537146	20200925115516	2847
17885275338	15647679901	20200204093350	2239
13319935953	18840172592	20201231083152	0571
16569963779	17336673697	20200322200032	1558
15305526350	14171709460	20200909224441	2995
19565082510	17336673697	20200323121940	2633
13319935953	18101213362	20201124062241	0316
19154926260	15781588029	20200319201248	1312
17405139883	18840172592	20200318223140	0707
19565082510	19602240179	20200609015339	1003
16569963779	19602240179	20201215122716	1666
19602240179	15647679901	20200217021253	1888
18101213362	14410679238	20200809121929	1253
14410679238	14930423697	20200223102002	2639
16160892861	15280214634	20200808233804	0524
15884588694	14171709460	20200120211619	1010
15647679901	14397114174	20200418023435	2859
15305526350	14397114174	20200326181423	1439
15305526350	19313925217	20200202013428	2476
14930423697	16574556259	20200612115309	1941
15244749863	15305526350	20200826023940	0863
18101213362	15884588694	20200317061742	1036
19154926260	19313925217	20200417111921	1751
18101213362	19313925217	20200412094708	0243
13319935953	19342117869	20200629025336	0479
15280214634	16569963779	20200717111450	1235
14171709460	19154926260	20201127033206	2128
16160892861	19683537146	20200720155804	2434
17336673697	16574556259	20200214161706	0338
14930423697	16160892861	20200203103553	2306
13319935953	14397114174	20201025213647	1874
